test	test	1
Delicious!! I made my own Cuban bread from your recipe: outstanding bread taste!  I am going to do 3 things differently the next time I make this. First: Pat dry the pickle slices. Second: coat both sides of the sandwich with the mayo/mustard sauce completely, but keep it a thin layer. Third: Rinse the barbecue sauce  off the precooked pulled pork I used and pat it dry.  I had a problem with the sandwich toppings oozing out of the sides when I compressed it.  I'm thinking the drier it is on the inside going into the pan, the less will ooze out during cooking.  (It was still yummy!) Thanks, Chef!!	delicious !! i made my own cuban bread from your recipe : outstanding bread taste ! i am going to do 3 things differently the next time i make this . first : pat dry the pickle slices . second : coat both s ides of the sandwich with the mayo/mustard sauce completely , but keep it a thin layer . third : rinse the barbecue sauce off the precooked pulled pork i used and pat it dry . i had a problem with the s andwich toppings oozing out of the sides when i compressed it . i 'm thinking the drier it is on the inside going into the pan , the less will ooze out during cooking . -lrb- it was still yummy ! -rrb- thanks , che f !!	1
Fantastic. I made it with less mustard but I think it was not enough so the recipe must be right on. I loved it and it tasted like it came from a high -end sandwich shop.	fantastic . i made it with less mustard but i think it was not enough so the recipe must be right on . i loved it and it tasted like it came from a high - end sandwich shop .	1
Love it! I looking to use left over pork roast- this recipe worked great!	love it ! i looking to use left over pork roast - this recipe worked great !	1
I love this sandwich. I used the pork Chef John suggested and made the Cuban bread. I am so happy!	i love this sandwich . i used the pork chef john suggested and made the cuban bread . i am so happy !	1
Absolutely Fabulous Only difference I used Portuguese Rolls	absolutely fabulous only difference i used portuguese rolls	1
One of the few recipes I've tried and I wouldn't change a thing. I pulled out my old George Foreman grill and while it took a little longer than the recipe it was delicious!!!! The cayenne really added a great kick. I should also add I used pork tenderloin that I grilled last night instead of carnitas.	one of the few recipes i 've tried and i would n't change a thing . i pulled out my old george foreman grill and while it took a little longer than the recipe it was delicious !!!! the cayenne really adde d a great kick . i should also add i used pork tenderloin that i grilled last night instead of carnitas .	1
I absolutely love Cuban sandwiches. I could eat this everyday. I think the flavors of this sandwich depend on the quality of the individual ingredients. This will be a regular in my home.	i absolutely love cuban sandwiches . i could eat this everyday . i think the flavors of this sandwich depend on the quality of the individual ingredients . this will be a regular in my home .	1
Fabulous! Easy to make and easy to clean up. I used our George Foreman grill and this was a hit!!!	fabulous ! easy to make and easy to clean up . i used our george foreman grill and this was a hit !!!	1
This is the most authentic Cuban Sandwich recipe I have found yet! Didn't change a thing...delicous!!!	this is the most authentic cuban sandwich recipe i have found yet ! did n't change a thing ... delicous !!!	1
I followed the directions but baked my dough in a bread pan. It was great having it as sliced bread, I've made it twice, it's my go to bread recipe now.	i followed the directions but baked my dough in a bread pan . it was great having it as sliced bread , i 've made it twice , it 's my go to bread recipe now .	2
"I had to substitute some ingridients because I am vegan, so 
instead  cow milk I  used almond milk;  eggs I used flaxseed; butter I used coconut oil; honey I used Agave.
If  the  vegan recipe got so delicious  I can imagine  those buns made with the traditionsl recipe. 
I think you should  to try. :)"	i had to substitute some ingridients because i am vegan , so instead cow milk i used almond milk ; eggs i used flaxseed ; butter i used coconut oil ; honey i used agave . if the vegan recipe got so d elicious i can imagine those buns made with the traditionsl recipe . i think you should to try . :-rrb-	1
Excellent I was very impressed with how well they turned out and tasted. The video on how to need the buns into balls was very helpful as well.	excellent i was very impressed with how well they turned out and tasted . the video on how to need the buns into balls was very helpful as well .	1
